ID,Year_Birth,Age,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total Amount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,purchases item count
9274,1961,63,Master,Married,80950,44,525,147,112,219,147,63,1213,1,6,7,9,23
6609,1966,58,Graduation,Widow,27038,64,1,26,25,17,23,15,107,1,3,0,3,7
6963,1947,77,Graduation,Single,77457,85,675,11,400,15,45,11,1157,1,2,5,10,18
4440,1964,60,Master,Married,64100,93,509,0,27,0,0,10,546,1,8,3,6,18
1379,1992,32,Master,Together,42670,12,154,2,46,20,4,15,241,1,4,2,4,11
10032,1976,48,Graduation,Divorced,12571,86,3,5,14,2,12,17,53,4,3,1,3,11
2826,1967,57,Graduation,Married,22574,28,25,0,8,2,0,2,37,2,2,0,3,7
2437,1989,35,Graduation,Married,,69,861,138,461,60,30,61,1611,1,6,5,12,24
6320,1976,48,Master,Single,70893,42,768,44,561,77,44,14,1508,1,6,6,10,23
3050,1966,58,Graduation,Married,54198,13,185,0,28,3,2,17,235,6,3,1,6,16
231,1956,68,Master,Together,28839,86,24,0,7,0,0,1,32,2,2,0,3,7
2392,1972,52,Graduation,Married,40321,59,44,4,21,6,0,27,102,2,3,0,3,8
9478,1985,39,Graduation,Single,66503,30,91,64,128,65,3,50,401,2,4,3,6,15
113,1951,73,Graduation,Married,30833,33,11,0,7,3,1,6,28,2,1,0,3,6
2863,1970,54,Graduation,Single,,67,738,20,172,52,50,20,1052,6,2,3,10,21
1802,1971,53,Graduation,Married,64795,23,412,5,119,38,29,77,680,3,3,3,12,21
520,1974,50,Graduation,Married,34421,81,3,3,7,6,2,9,30,1,1,0,2,4
8275,1965,59,PhD,Divorced,47025,6,16,0,3,0,0,1,20,1,1,0,2,4
9750,1961,63,PhD,Divorced,64325,41,731,60,353,78,12,73,1307,5,10,3,5,23
2607,1953,71,Graduation,Single,40464,78,424,17,118,7,23,41,630,6,8,2,8,24
7214,1957,67,Graduation,Married,62187,49,792,0,275,45,45,126,1283,1,4,8,5,18
5835,1976,48,PhD,Divorced,14849,39,21,2,28,3,2,9,65,3,2,0,4,9
3896,1984,40,Graduation,Married,27255,3,22,1,11,0,1,2,37,1,1,0,3,5
10350,1950,74,PhD,Married,54432,37,33,0,5,0,0,0,38,1,1,0,3,5
7786,1986,38,PhD,Single,29999,22,68,7,59,10,5,11,160,4,3,1,4,12
2861,1983,41,Graduation,Single,24072,79,9,1,6,3,0,4,23,1,1,0,2,4
663,1989,35,PhD,Single,33996,46,40,2,15,8,0,6,71,1,1,1,3,6
10675,1956,68,PhD,Married,66334,82,909,11,218,0,0,23,1161,2,9,3,5,19
2521,1971,53,Master,Married,35178,10,23,1,13,2,2,18,59,1,1,1,2,5
9592,1983,41,Graduation,Together,22010,51,11,2,9,3,0,8,33,2,2,0,3,7
10151,1960,64,Graduation,Divorced,62204,38,317,46,247,151,46,139,946,1,4,5,12,22
7381,1968,56,Graduation,Divorced,75693,10,797,153,293,72,97,30,1442,1,11,4,6,22
4099,1972,52,Graduation,Married,30675,14,10,2,16,11,2,21,62,1,1,0,3,5
9560,1965,59,Graduation,Together,83003,18,856,61,570,40,25,122,1674,1,7,6,8,22
1150,1899,125,PhD,Together,83532,36,755,144,562,104,64,224,1853,1,4,6,4,15
10172,1988,36,Graduation,Single,68655,95,456,19,832,75,118,38,1538,1,4,5,11,21
11191,1986,38,Graduation,Divorced,41411,11,37,32,38,11,3,18,139,1,2,1,4,8
9707,1969,55,PhD,Married,55212,65,1103,0,45,0,0,34,1182,3,4,2,11,20
6245,1950,74,PhD,Together,59292,71,378,14,68,19,14,14,507,2,3,5,8,18
8234,1973,51,Basic,Together,27190,13,1,6,7,0,1,3,18,1,1,0,2,4
1411,1952,72,Graduation,Divorced,82623,58,204,34,204,172,153,173,940,1,2,9,4,16
8553,1965,59,Graduation,Married,44300,65,30,0,9,0,0,3,42,2,1,0,3,6
1826,1970,54,Graduation,Divorced,84835,0,189,104,379,111,189,218,1190,1,4,4,6,15
8842,1971,53,Graduation,Widow,30372,33,15,0,12,7,3,7,44,3,2,0,3,8
11030,1976,48,Master,Married,33181,90,9,0,3,0,0,4,16,1,1,0,2,4
2579,1957,67,Graduation,Married,71113,95,495,33,255,11,33,8,835,4,6,7,9,26
175,1986,38,Graduation,Married,71952,93,656,80,455,52,107,93,1443,2,8,4,8,22
9185,1966,58,PhD,Single,69759,38,452,20,514,13,30,0,1029,3,4,6,5,18
11056,1974,50,Graduation,Married,72099,18,546,91,410,119,0,22,1188,1,3,4,10,18
9365,1976,48,PhD,Single,60000,57,1048,0,217,0,0,12,1277,5,11,3,5,24
6201,1978,46,Graduation,Single,38643,45,22,2,14,0,1,10,49,2,2,0,3,7
2061,1955,69,Graduation,Married,50737,61,78,0,11,0,0,10,99,1,2,0,4,7
6184,1969,55,PhD,Married,68462,6,561,64,785,84,128,48,1670,1,3,3,8,15
6142,1943,81,Master,Married,65073,65,629,17,177,69,0,8,900,1,5,3,5,14
4107,1948,76,PhD,Together,46681,52,269,15,69,15,19,38,425,2,4,6,4,16
7274,1957,67,Graduation,Married,78618,87,736,163,818,212,163,61,2153,1,4,7,10,22
9336,1969,55,PhD,Widow,62187,38,512,0,83,0,0,41,636,3,6,2,10,21
2958,1978,46,Graduation,Married,28442,53,19,3,10,11,8,6,57,3,2,1,4,10
933,1978,46,PhD,Married,37717,31,9,0,6,4,1,5,25,1,1,0,2,4
5837,1967,57,Graduation,Married,51479,67,247,8,160,6,8,65,494,7,6,3,6,22
10704,1969,55,Graduation,Single,54803,65,404,0,92,28,27,142,693,2,6,2,9,19
5125,1960,64,Graduation,Married,79530,64,333,0,815,129,42,29,1348,1,4,10,11,26
4432,1976,48,Graduation,Divorced,31615,82,2,3,20,6,11,9,51,2,2,0,3,7
5955,1962,62,Graduation,Together,72025,27,833,33,549,151,133,233,1932,1,4,3,8,16
2928,1975,49,PhD,Single,52614,63,789,0,142,12,9,38,990,2,2,4,8,16
5680,1984,40,2n Cycle,Married,35684,66,10,4,7,0,6,3,30,1,1,0,3,5
10313,1975,49,Graduation,Married,48178,69,159,4,45,6,2,38,254,6,5,1,4,16
2557,1970,54,Master,Single,29548,52,7,1,6,3,1,11,29,1,1,1,2,5
1245,1966,58,Graduation,Single,63810,45,977,12,253,16,12,101,1371,4,4,3,12,23
1519,1972,52,PhD,Single,38578,2,38,4,22,3,3,3,73,3,3,0,3,9
10703,1975,49,Master,Single,46098,86,57,0,27,0,0,36,120,4,3,2,2,11
1726,1970,54,Graduation,Single,22585,23,3,9,15,13,2,39,81,1,1,1,2,5
4459,1989,35,Graduation,Single,30279,13,10,4,14,4,4,1,37,1,1,0,3,5
1729,1961,63,PhD,Together,66426,14,1043,24,97,32,24,157,1377,2,3,5,10,20
1517,1969,55,Graduation,Single,30822,92,3,9,13,2,12,12,51,1,1,0,3,5
2098,1969,55,PhD,Married,33581,38,11,0,5,0,0,1,17,1,1,0,2,4
9543,1985,39,Graduation,Married,19986,74,3,6,5,0,2,6,22,1,0,0,3,4
6878,1954,70,Graduation,Widow,27421,14,43,12,96,78,40,55,324,3,4,1,6,14
3310,1973,51,2n Cycle,Married,35688,94,73,3,90,12,1,32,211,7,4,1,4,16
2724,1981,43,Master,Single,36143,33,12,0,1,0,0,6,19,1,0,1,2,4
948,1971,53,Graduation,Single,10245,32,4,7,7,6,4,13,41,3,1,2,2,8
6720,1968,56,Master,Together,43795,11,314,11,53,4,3,107,492,3,7,3,4,17
6202,1960,64,Graduation,Together,63381,78,571,50,142,33,50,159,1005,4,4,5,13,26
2066,1949,75,Graduation,Together,38823,56,70,0,11,2,8,23,114,1,2,1,3,7
9799,1968,56,PhD,Divorced,83664,57,866,21,151,28,21,86,1173,3,2,2,12,19
8318,1979,45,Graduation,Together,90300,7,594,134,786,33,134,57,1738,0,5,6,8,19
5642,1979,45,Master,Together,62499,0,140,4,61,0,13,4,222,2,3,1,6,12
2669,1993,31,Graduation,Single,74293,66,375,152,335,93,91,81,1127,1,5,4,6,16
455,1946,78,PhD,Married,51012,86,102,9,63,2,9,24,209,1,4,1,4,10
7683,1968,56,Master,Married,70777,80,554,35,113,0,7,78,787,3,5,3,12,23
3428,1991,33,PhD,Together,68682,56,919,0,505,99,30,45,1598,1,4,9,10,24
7414,1971,53,Graduation,Married,43824,18,96,1,42,12,3,32,186,4,3,1,4,12
6354,1984,40,Graduation,Together,15345,51,5,2,16,3,2,19,47,2,1,1,2,6
798,1987,37,Graduation,Single,23442,71,2,0,6,8,6,5,27,1,1,0,3,5
8213,1980,44,2n Cycle,Together,14515,71,6,4,9,6,36,35,96,4,2,2,3,11
2488,1956,68,2n Cycle,Divorced,31395,80,23,1,25,0,8,7,64,4,2,1,3,10
9999,1965,59,Graduation,Together,75276,2,610,105,125,137,42,21,1040,1,9,4,9,23
7617,1974,50,Graduation,Single,42373,83,67,5,61,3,8,19,163,5,2,1,5,13
615,1960,64,Graduation,Together,30507,29,65,36,74,38,20,110,343,1,5,1,4,11
2552,1955,69,PhD,Single,55521,11,416,0,26,0,0,4,446,9,6,3,6,24
194,1965,59,Graduation,Married,48006,55,23,0,11,3,2,2,41,1,1,0,3,5
3645,1972,52,PhD,Single,27213,19,19,3,26,10,9,3,70,3,2,0,4,9
8890,1971,53,PhD,Divorced,65808,1,155,7,80,13,7,10,272,3,5,1,5,14
5049,1974,50,PhD,Together,30351,19,14,0,24,3,3,2,46,1,3,0,2,6
9973,1963,61,Graduation,Married,50437,28,370,9,92,6,9,4,490,3,7,1,8,19
7301,1982,42,2n Cycle,Single,23616,76,4,22,11,3,7,32,79,2,3,0,3,8
10882,1976,48,Graduation,Married,53858,50,407,53,221,58,150,26,915,4,4,3,6,17
7030,1955,69,PhD,Married,66465,1,1200,0,204,38,29,14,1485,3,11,9,12,35
7422,1987,37,Graduation,Single,46923,90,85,44,54,102,78,6,369,3,5,1,7,16
3523,1962,62,Graduation,Together,75072,83,583,34,309,0,22,125,1073,2,5,4,8,19
7106,1943,81,PhD,Married,75865,73,483,0,591,156,0,12,1242,1,3,5,10,19
6504,1975,49,2n Cycle,Together,19789,24,2,5,9,28,6,28,78,3,2,1,3,9
5067,1994,30,Graduation,Together,80134,11,966,26,282,52,26,26,1378,1,2,7,11,21
4216,1981,43,Graduation,Single,91065,33,822,114,108,179,137,114,1474,1,7,9,9,26
8581,1971,53,Master,Married,49505,4,604,0,100,19,0,28,751,9,10,2,8,29
5929,1973,51,PhD,Married,37401,14,19,3,19,3,1,3,48,2,2,0,3,7
3129,1983,41,Graduation,Married,30096,30,5,3,11,12,5,9,45,1,2,0,3,6
6528,1982,42,Master,Together,18492,75,2,2,2,2,1,1,10,1,1,0,2,4
1361,1974,50,Master,Married,82584,26,1076,68,103,29,91,68,1435,1,3,4,8,16
6932,1941,83,PhD,Married,93027,77,1285,42,716,55,0,21,2119,0,7,10,5,22
7284,1953,71,Graduation,Married,48686,8,10,0,7,2,0,1,20,1,1,0,2,4
1340,1986,38,Graduation,Married,92910,42,551,137,792,179,103,33,1795,1,6,7,13,27
8746,1989,35,Graduation,Married,75433,28,800,0,297,0,34,57,1188,2,2,5,10,19
5987,1989,35,2n Cycle,Together,10404,52,2,2,11,10,6,12,43,2,1,0,4,7
3767,1968,56,Graduation,Married,61314,1,378,0,189,97,172,172,1008,2,5,5,12,24
3725,1961,63,PhD,Single,84865,1,1248,16,349,43,16,16,1688,1,2,4,9,16
4324,1989,35,Graduation,Married,42387,42,235,0,235,19,4,191,684,5,8,1,7,21
238,1967,57,2n Cycle,Together,67309,76,515,47,181,149,95,95,1082,15,9,6,9,39
6694,1964,60,Graduation,Married,75236,27,438,66,400,12,38,114,1068,1,8,3,13,25
498,1970,54,Graduation,Single,30015,28,25,0,22,2,3,5,57,2,1,0,4,7
9347,1956,68,Master,Together,50943,49,31,0,7,2,0,6,46,1,1,0,3,5
9699,1966,58,Graduation,Divorced,67272,12,357,35,271,28,28,14,733,3,6,2,12,23
10664,1949,75,Master,Widow,51529,14,400,4,35,6,0,22,467,2,9,1,5,17
5455,1971,53,PhD,Married,32011,89,99,0,15,2,1,5,122,3,2,1,4,10
456,1986,38,2n Cycle,Married,7500,96,1,11,5,4,6,9,36,2,2,0,3,7
5012,1989,35,Graduation,Married,28691,56,5,4,13,8,0,4,34,1,1,0,3,5
7495,1948,76,PhD,Married,56223,72,77,28,31,16,0,4,156,2,2,1,5,10
5029,1946,78,Graduation,Married,18100,14,3,1,2,4,3,1,14,1,0,0,3,4
10642,1989,35,Graduation,Single,30279,13,10,4,14,4,4,1,37,1,1,0,3,5
2106,1974,50,2n Cycle,Married,20130,99,0,6,3,7,6,12,34,1,1,0,3,5
10364,1959,65,Graduation,Divorced,23295,72,0,0,1,2,12,5,20,1,1,0,2,4
5954,1972,52,Master,Divorced,42618,92,76,14,74,13,5,10,192,2,5,0,4,11
1137,1964,60,Graduation,Single,81246,87,398,190,537,61,156,37,1379,1,4,5,7,17
2541,1976,48,Graduation,Married,24027,7,14,7,11,11,0,5,48,2,2,0,3,7
1142,1953,71,PhD,Married,55707,91,208,7,82,30,66,35,428,2,3,2,9,16
2276,1955,69,Graduation,Single,57959,71,430,16,322,43,24,33,868,5,4,7,11,27
2807,1969,55,Graduation,Married,56796,24,656,38,161,62,47,37,1001,3,8,9,7,27
6471,1971,53,Master,Single,36230,17,14,2,30,8,2,3,59,1,2,0,4,7
6131,1980,44,2n Cycle,Married,70829,87,141,70,106,72,19,23,431,2,4,2,8,16
6233,1976,48,Graduation,Married,65991,21,507,19,364,25,47,9,971,3,9,5,10,27
4148,1972,52,Graduation,Married,38988,90,164,24,103,12,3,42,348,7,5,1,6,19
4947,1966,58,2n Cycle,Single,89572,44,606,24,974,197,194,64,2059,1,7,7,9,24
3225,1984,40,Master,Married,42207,71,116,11,72,3,17,46,265,4,4,1,5,14
7540,1952,72,Graduation,Married,50300,52,143,15,60,24,23,5,270,2,2,1,8,13
10648,1982,42,2n Cycle,Together,66664,78,398,96,447,220,96,32,1289,1,5,7,6,19
1992,1964,60,Graduation,Married,60597,2,522,0,257,32,16,66,893,4,2,2,8,16
7851,1949,75,Graduation,Widow,70165,60,161,0,253,199,191,122,926,1,3,7,11,22
8594,1958,66,PhD,Widow,50520,25,112,0,6,2,1,14,135,2,3,1,3,9
7059,1963,61,Graduation,Married,80124,47,483,84,398,205,84,241,1495,1,3,7,8,19
2815,1975,49,Graduation,Married,33183,46,7,5,39,17,15,37,120,2,4,0,3,9
2416,1969,55,PhD,Single,66582,83,789,25,420,16,38,0,1288,1,2,8,9,20
7999,1955,69,PhD,Together,75261,17,1239,17,413,23,34,17,1743,1,5,6,5,17
9213,1970,54,Graduation,Widow,31880,13,4,1,5,2,0,3,15,1,1,0,2,4
9697,1951,73,Graduation,Married,53790,86,335,42,127,28,5,5,542,3,7,2,8,20
3916,1971,53,PhD,Together,49269,92,639,8,166,11,8,58,890,3,7,3,12,25
2021,1975,49,Graduation,Married,61456,47,563,76,384,84,192,89,1388,4,6,10,13,33
1581,1980,44,Graduation,Married,37406,18,2,0,8,2,2,3,17,1,1,0,2,4
564,1981,43,PhD,Together,56937,81,746,8,125,11,8,8,906,7,8,6,9,30
6619,1978,46,Graduation,Married,38415,91,22,1,13,4,0,4,44,2,1,0,3,6
9081,1988,36,Graduation,Single,20518,58,4,1,6,4,1,9,25,1,1,1,2,5
178,1956,68,Graduation,Married,62503,40,478,0,193,110,75,117,973,4,8,3,11,26
916,1972,52,PhD,Single,41644,67,20,3,4,2,0,2,31,2,1,0,3,6
5512,1977,47,Master,Married,55842,19,451,0,39,0,4,24,518,1,7,1,8,17
8970,1972,52,PhD,Married,62010,93,371,22,39,6,0,92,530,4,6,2,7,19
10581,1977,47,Graduation,Married,41124,41,281,7,84,15,0,119,506,7,7,3,4,21
5300,1973,51,Master,Married,38961,60,19,7,19,0,1,24,70,1,2,1,2,6
5154,1972,52,Master,Divorced,37760,54,26,3,13,2,10,0,54,1,2,0,3,6
8346,1974,50,Graduation,Single,32233,26,138,15,35,25,11,72,296,2,6,2,2,12
1676,1975,49,Graduation,Married,43057,30,213,2,44,0,2,5,266,4,4,2,5,15
9286,1960,64,Master,Together,83151,93,407,28,100,120,74,18,747,1,5,9,4,19
2426,1964,60,PhD,Divorced,78825,35,483,74,114,169,37,18,895,1,5,10,13,29
5172,1976,48,Master,Together,65104,4,738,0,232,13,20,50,1053,2,3,5,7,17
5562,1974,50,Graduation,Married,60093,92,502,12,109,16,6,90,735,2,7,2,10,21
3436,1969,55,Graduation,Married,14045,24,11,0,5,2,1,1,20,1,1,0,3,5
3921,1952,72,2n Cycle,Widow,28457,96,24,1,108,29,29,14,205,1,4,1,4,10
3403,1958,66,PhD,Together,78952,11,1170,19,594,99,76,134,2092,2,2,5,12,21
22,1976,48,Graduation,Divorced,46310,99,185,2,88,15,5,14,309,2,6,1,5,14
10965,1955,69,Graduation,Together,76005,72,983,20,389,240,50,40,1722,1,3,5,13,22
9426,1964,60,Master,Single,58308,77,691,0,69,10,0,130,900,4,2,6,3,15
6605,1944,80,PhD,Divorced,55614,85,504,13,131,8,0,26,682,1,9,4,6,20
3136,1962,62,Master,Divorced,59432,88,317,25,265,25,19,12,663,3,5,3,11,22
8737,1978,46,Graduation,Divorced,55563,22,29,1,9,2,0,2,43,1,2,0,3,6
11088,1971,53,PhD,Together,78642,83,1396,0,322,46,35,17,1816,1,4,9,4,18
716,1949,75,PhD,Together,67911,63,529,0,356,63,28,0,976,3,6,7,11,27
466,1944,80,Graduation,Married,65275,9,388,14,218,91,14,21,746,1,4,3,13,21
9135,1950,74,Graduation,Together,27203,92,13,2,21,4,0,24,64,2,1,1,2,6
10623,1961,63,Master,Together,48330,2,28,0,4,0,0,0,32,1,1,0,3,5
8151,1990,34,Basic,Married,24279,6,16,36,21,20,62,108,263,1,4,1,3,9
5140,1985,39,PhD,Married,64355,66,1047,0,140,67,38,153,1445,2,4,3,12,21
10160,1956,68,Master,Together,50943,49,31,0,7,2,0,6,46,1,1,0,3,5
4945,1953,71,Graduation,Widow,53653,29,815,10,239,28,10,108,1210,2,10,4,12,28
10584,1976,48,Graduation,Married,65665,77,225,162,387,106,36,29,945,1,5,10,8,24
6071,1989,35,Graduation,Single,81217,77,493,70,324,146,40,84,1157,1,3,7,11,22
3386,1992,32,Graduation,Married,34935,71,34,4,66,3,10,20,137,1,2,1,4,8
8939,1959,65,Graduation,Divorced,61250,49,382,138,65,60,26,59,730,6,5,2,12,25
9925,1981,43,PhD,Together,39665,97,127,1,56,0,1,31,216,3,4,2,3,12
4320,1979,45,Graduation,Single,60152,6,325,83,300,86,58,91,943,1,6,4,12,23
5389,1964,60,Graduation,Married,48920,93,238,17,68,8,10,6,347,3,6,2,5,16
6036,1959,65,Master,Together,89120,78,1168,92,408,72,129,55,1924,1,5,6,7,19
182,1946,78,PhD,Together,44124,62,284,0,55,0,6,52,397,4,6,2,5,17
203,1975,49,Master,Single,81169,47,1288,20,613,80,61,27,2089,1,5,7,9,22
11025,1961,63,Graduation,Married,36443,9,65,0,46,4,3,20,138,4,3,1,3,11
10203,1990,34,Graduation,Single,26095,77,11,7,9,3,1,11,42,1,1,0,3,5
4607,1959,65,Graduation,Together,71367,24,227,23,389,42,21,75,777,1,4,5,7,17
3711,1944,80,Master,Married,80184,19,1035,134,670,25,38,0,1902,1,6,3,10,20
3696,1965,59,Graduation,Divorced,30630,67,27,1,12,2,0,10,52,2,2,0,3,7
2532,1987,37,Master,Single,73454,95,982,73,351,56,14,175,1651,1,2,4,6,13
9214,1991,33,Graduation,Married,42691,48,179,2,64,38,17,58,358,1,5,1,6,13
4943,1953,71,Graduation,Married,70503,73,1379,33,216,0,33,66,1727,1,2,4,9,16
35,1987,37,Graduation,Married,25545,35,32,1,64,16,12,85,210,3,2,2,3,10
2258,1986,38,Graduation,Married,32880,76,8,4,15,7,6,2,42,1,1,0,3,5
4322,1958,66,PhD,Together,77863,20,881,38,319,16,25,12,1291,1,4,5,10,20
713,1977,47,Master,Married,50353,72,141,15,153,67,31,35,442,1,4,4,6,15
4702,1964,60,Graduation,Single,61839,20,1000,155,379,224,17,120,1895,1,4,8,4,17
3281,1960,64,PhD,Married,49154,69,206,10,67,30,27,71,411,6,4,1,8,19
702,1975,49,2n Cycle,Widow,47682,80,162,61,83,97,57,61,521,4,4,3,8,19
2004,1969,55,Graduation,Single,72679,65,619,54,260,127,54,54,1168,1,4,7,5,17
4769,1977,47,Master,Together,57954,52,456,4,24,0,0,9,493,7,8,2,6,23
4437,1962,62,Graduation,Married,65316,65,112,6,92,3,9,38,260,2,3,2,5,12
8724,1982,42,Graduation,Single,28567,57,11,3,22,2,2,6,46,2,2,0,3,7
10741,1951,73,Master,Together,47352,70,172,12,112,8,0,15,319,4,6,1,5,16
1991,1967,57,Graduation,Together,44931,0,78,0,11,0,0,7,96,1,2,1,3,7
6931,1967,57,Graduation,Divorced,76982,19,464,151,292,65,60,30,1062,1,8,3,4,16
11096,1952,72,2n Cycle,Together,57247,50,99,4,32,37,54,6,232,2,2,1,7,12
304,1981,43,Master,Single,22944,67,19,3,19,4,5,26,76,3,3,0,3,9
3665,1977,47,2n Cycle,Together,25315,46,1,9,8,11,3,22,54,3,3,0,3,9
10591,1969,55,Graduation,Widow,43638,37,63,10,83,7,19,19,201,2,4,1,4,11
5036,1984,40,PhD,Single,42710,38,252,3,42,4,3,102,406,2,4,5,3,14
5547,1982,42,PhD,Married,84169,9,1478,19,403,0,19,0,1919,1,7,6,6,20
7822,1976,48,Graduation,Together,54058,56,198,18,252,32,108,54,662,2,4,6,8,20
8541,1990,34,2n Cycle,Married,24683,98,8,4,10,6,7,6,41,2,2,0,4,8
10955,1964,60,Graduation,Widow,85620,68,416,46,925,60,107,46,1600,1,3,6,4,14
4368,1980,44,Graduation,Married,47850,72,42,7,43,20,12,10,134,1,3,0,4,8
9671,1968,56,Graduation,Married,19514,47,14,3,21,2,1,28,69,4,3,1,2,10
2256,1973,51,Master,Married,27159,33,17,0,3,0,0,1,21,2,1,0,3,6
4279,1963,61,2n Cycle,Single,39548,87,15,4,10,3,4,18,54,2,1,1,3,7
5371,1989,35,Graduation,Single,21474,0,6,16,24,11,0,34,91,2,3,1,2,8
9240,1971,53,PhD,Single,60504,73,458,0,24,6,4,34,526,2,6,2,8,18
9460,1963,61,Graduation,Married,22419,74,30,3,47,19,21,42,162,1,3,2,2,8
9504,1949,75,Master,Married,81698,4,179,28,520,111,123,47,1008,1,3,8,13,25
8692,1952,72,Graduation,Together,43462,50,90,17,97,15,6,15,240,6,4,1,5,16
448,1978,46,PhD,Single,54880,57,308,85,137,102,45,118,795,2,6,2,11,21
8314,1982,42,Graduation,Married,79908,30,557,129,761,29,185,111,1772,1,5,6,7,19
8420,1970,54,2n Cycle,Married,15315,27,7,4,13,15,8,17,64,2,2,0,4,8
3174,1959,65,Graduation,Together,87771,61,1492,38,287,50,57,33,1957,1,5,10,4,20
7685,1978,46,Graduation,Married,33039,4,30,8,12,8,8,12,78,1,2,0,4,7
3179,1980,44,Graduation,Single,81741,75,249,153,940,58,134,38,1572,0,6,6,7,19
9780,1971,53,Master,Together,71499,12,465,25,132,136,0,37,795,2,8,3,13,26
10681,1970,54,2n Cycle,Married,62466,13,129,129,259,168,121,83,889,5,6,3,12,26
10232,1963,61,PhD,Divorced,48799,9,174,18,81,28,6,24,331,3,3,2,7,15
4184,1950,74,PhD,Together,52157,48,189,2,29,3,2,40,265,2,3,2,5,12
9120,1962,62,Graduation,Single,66565,80,747,10,161,65,40,42,1065,4,4,2,9,19
891,1951,73,Master,Together,29298,60,6,0,2,2,0,1,11,1,1,0,2,4
10381,1979,45,Graduation,Single,47691,43,14,0,3,0,0,4,21,1,1,0,2,4
3525,1970,54,Graduation,Together,38200,19,12,0,4,0,0,1,17,1,1,0,2,4
6818,1974,50,Graduation,Married,44989,26,98,0,106,49,10,106,369,5,5,1,5,16
3526,1968,56,PhD,Married,38443,58,32,0,5,0,0,1,38,2,1,0,3,6
8181,1978,46,2n Cycle,Single,38593,42,51,12,49,17,24,24,177,3,4,1,3,11
1029,1970,54,PhD,Together,64413,27,200,5,44,0,10,20,279,1,5,1,5,12
7369,1981,43,Master,Married,36959,56,25,6,25,6,0,0,62,2,2,0,3,7
2574,1977,47,PhD,Married,61996,27,1050,12,144,0,0,24,1230,3,6,4,8,21
8159,1968,56,Graduation,Married,51287,10,117,0,22,13,0,30,182,3,4,1,3,11
1160,1970,54,Graduation,Married,13260,48,9,4,17,10,2,7,49,4,3,0,3,10
10242,1966,58,PhD,Together,47472,39,56,0,11,0,0,8,75,2,2,0,4,8
5253,1956,68,Master,Together,54603,85,145,13,46,17,2,4,227,6,4,2,4,16
5966,1974,50,PhD,Married,45207,64,203,0,10,0,0,2,215,5,3,1,6,15
5314,1951,73,Graduation,Together,40689,69,270,3,27,39,6,99,444,7,7,1,5,20
5081,1967,57,2n Cycle,Together,47821,54,9,0,16,6,6,10,47,1,1,0,3,5
5123,1951,73,Master,Married,27450,57,37,12,23,8,11,52,143,1,2,1,3,7
5756,1983,41,Graduation,Together,39453,64,46,0,7,0,0,2,55,2,2,0,3,7
8036,1971,53,2n Cycle,Together,26850,10,31,1,13,7,2,9,63,4,2,1,4,11
9058,1955,69,Graduation,Widow,79800,65,1060,21,530,32,0,224,1867,1,5,11,5,22
5057,1961,63,Master,Married,61794,74,264,47,188,54,47,11,611,2,4,4,10,20
254,1955,69,Graduation,Together,53863,4,399,4,30,6,4,30,473,3,7,1,7,18
4179,1959,65,Graduation,Together,24221,94,8,9,9,2,5,22,55,1,1,1,3,6
3710,1984,40,PhD,Single,39684,41,19,0,35,6,4,17,81,2,2,1,2,7
7627,1975,49,Master,Married,92163,25,817,183,797,106,163,20,2086,0,5,11,5,21
4501,1965,59,Master,Single,69882,94,292,127,635,132,127,165,1478,1,3,7,9,20
6424,1977,47,Graduation,Together,33178,9,12,6,2,11,2,16,49,1,1,0,3,5
3075,1972,52,PhD,Married,59973,47,130,30,168,20,34,0,382,1,3,4,7,15
4992,1975,49,Master,Together,17459,12,6,4,16,3,10,30,69,3,3,1,2,9
5252,1969,55,Graduation,Divorced,23910,80,16,12,18,7,1,13,67,1,2,0,3,6
7444,1969,55,Master,Married,42169,20,19,0,9,0,0,2,30,2,1,0,3,6
6919,1978,46,2n Cycle,Married,26224,39,4,7,15,13,9,15,63,3,2,1,3,9
3537,1981,43,Graduation,Together,31089,57,31,3,31,2,8,4,79,3,3,0,4,10
10277,1961,63,Graduation,Single,30081,27,36,0,2,0,0,4,42,1,1,0,3,5
2453,1960,64,Graduation,Together,62807,83,526,28,135,10,21,99,819,3,5,3,12,23
7972,1955,69,Graduation,Single,72906,79,400,32,519,71,75,54,1151,1,3,4,9,17
895,1948,76,PhD,Married,61467,69,410,16,114,0,5,49,594,3,5,2,10,20
1177,1966,58,Master,Together,49618,77,80,3,26,4,2,14,129,4,3,1,3,11
7141,1986,38,Master,Single,21888,15,88,10,46,2,3,64,213,4,5,1,2,12
7232,1973,51,Graduation,Widow,42429,99,55,0,6,2,0,4,67,2,1,1,3,7
8477,1956,68,Graduation,Divorced,26150,61,5,1,13,3,5,1,28,1,1,0,3,5
2457,1975,49,Basic,Married,30801,23,8,4,5,15,2,11,45,2,1,0,3,6
988,1965,59,Graduation,Married,81168,84,410,0,592,147,22,22,1193,1,6,4,7,18
7930,1969,55,Master,Single,26877,74,101,13,76,20,18,40,268,2,3,1,6,12
4587,1944,80,Master,Widow,45006,90,162,25,53,16,0,10,266,1,3,1,7,12
6682,1973,51,Basic,Married,18978,41,2,8,1,4,7,15,37,1,1,0,3,5
